name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Penny's Burgers,burgers,,6300 N Figueroa St,Los Angeles,90042,3232547223.0,1.0,4.0,205,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,700.0,2300.0,700.0,2200.0,
El Pescador - Highland Park,mexican,seafood,5230 N Figueroa St,Los Angeles,90042,3232558164.0,2.0,3.5,205,,,,,,,,,,,,,,,
Orleans and York Deli,cajun/creole,american (traditional),4454 W Slauson Ave,Los Angeles,90043,3232918800.0,2.0,4.5,590,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2130.0,1000.0,2130.0,,,
Fiesta Martin Mexican Grill,mexican,latin american,1330 N La Brea Ave,Inglewood,90302,3106721330.0,2.0,4.0,635,800.0,2200.0,800.0,2300.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2200.0,
Simply Wholesome,soul food,caribbean,4508 W Slauson Ave,Los Angeles,90043,3232942144.0,2.0,4.0,532,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,1000.0,2100.0,
The Flavor Table,cajun/creole,breakfast & brunch,2812 W Florence Ave,Los Angeles,90043,3237516000.0,2.0,4.0,386,630.0,1430.0,630.0,1430.0,630.0,1430.0,630.0,1430.0,630.0,1430.0,630.0,1430.0,,,
Orleans & York Deli,delis,cajun/creole,400 E Florence Ave,Inglewood,90301,3106716200.0,2.0,4.0,335,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2100.0,1000.0,2100.0,1100.0,1600.0,
Brothers BBQ,barbeque,,7725 Crenshaw Blvd,Los Angeles,90043,3237511050.0,2.0,4.0,324,1200.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1100.0,1900.0,,,
Wok On The Wild Side,chinese,,929 N La Brea Ave,Inglewood,90302,3106718988.0,2.0,4.0,285,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,,,
Fresh & Meaty Burgers,burgers,,3016 W Florence Ave,Los Angeles,90043,3237512247.0,1.0,3.5,293,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2400.0,1000.0,2400.0,1000.0,2200.0,
Sachi Teriyaki House,japanese,,4455 W Slauson Ave,Los Angeles,90043,3232933865.0,1.0,4.0,230,1100.0,1930.0,1100.0,1930.0,1100.0,1930.0,1100.0,2000.0,1100.0,2000.0,1100.0,1930.0,1200.0,1900.0,
Bayou Grille,cajun/creole,caterers,1400 N La Brea Ave,Inglewood,90302,3106730824.0,2.0,3.5,234,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1200.0,1800.0,
Fred's Downhome Burgers,burgers,american (traditional),2524 W Slauson Ave,Los Angeles,90043,3232987762.0,1.0,4.0,211,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2000.0,
La Louisanne,cajun/creole,,5812 Overhill Dr,Los Angeles,90043,3232935073.0,2.0,2.5,221,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,
Fiesta Martin Bar & Grill,mexican,bars,300 E Florence Ave,Inglewood,90301,3106733300.0,2.0,4.0,224,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0,
Yee's Chinese Food,chinese,,4400 W Slauson Ave,Los Angeles,90043,3232954224.0,1.0,3.0,188,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1300.0,2200.0,
Woody's Bar-B-Que,barbeque,,3446 W Slauson Ave,Los Angeles,90043,3232949443.0,2.0,3.5,175,,,,,,,,,,,,,,,
Bryan's Pit Barbeque,barbeque,,6333 W Fairfax Ave,Los Angeles,90001,3239312869.0,2.0,3.0,140,,,,,,,,,,,,,,,
Grilled Fraiche,caribbean,seafood,5800 W Blvd,Los Angeles,90043,3233898888.0,2.0,4.5,146,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,,,
Puerto Nuevo Restaurant,mexican,tex-mex,4445 W Slauson Ave,Los Angeles,90043,3232996055.0,1.0,4.0,124,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,
Astro Burgers,burgers,breakfast & brunch,507 N La Brea Ave,Inglewood,90302,3106710409.0,1.0,3.0,117,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,
El Limon,salad,tacos,902 N La Brea Ave,Inglewood,90302,4247509693.0,2.0,4.5,143,800.0,930.0,1000.0,2000.0,800.0,930.0,1000.0,2000.0,800.0,930.0,1000.0,2000.0,800.0,930.0,
Hungry Joe's Burgers & Jamaican Restaurant,burgers,caribbean,1100 N La Brea Ave,Inglewood,90302,3106749510.0,2.0,4.0,118,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,,,
Tal's Cafe,breakfast & brunch,cafes,2701 W Florence Ave,Los Angeles,90043,3237519749.0,1.0,3.5,112,700.0,1500.0,700.0,1500.0,700.0,1345.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,
Mama's Chicken and Market,comfort food,,2510 W Slauson Ave,Los Angeles,90043,3232929696.0,1.0,3.5,98,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,
Bill's Taco House 3,tacos,burgers,3292 W Slauson Ave,Los Angeles,90043,3232954500.0,1.0,4.0,121,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1100.0,2030.0,
Pizza 8,pizza,,3272 W Slauson Ave,Los Angeles,90043,3232928888.0,1.0,4.0,108,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1000.0,2330.0,1000.0,2330.0,1000.0,2130.0,
Woody's BBQ,barbeque,,1958 W Florence Ave,Los Angeles,90047,3237588303.0,2.0,3.0,82,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1000.0,1800.0,,,
House of Tacos,mexican,,254 N Market St,Inglewood,90301,3106734372.0,1.0,4.0,78,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,,,
Original Pico Seafood,seafood,,630 N La Brea Ave,Inglewood,90302,3106775065.0,1.0,3.5,75,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2030.0,1100.0,2100.0,,,
Domino's Pizza,pizza,chicken wings,955 N La Brea Ave,Inglewood,90302,3106739090.0,1.0,1.5,74,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,100.0,1000.0,100.0,1000.0,2400.0,
Tottino's Pizza,pizza,italian,1139 N La Brea Ave,Inglewood,90302,3106717969.0,1.0,3.0,70,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,
The Buffalo Spot,chicken wings,american (traditional),3286 W Slauson Ave,Los Angeles,90043,3232999885.0,2.0,3.5,77,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,
Pepper's Jamaican Cuisine,caribbean,,2166 W Slauson Ave,Los Angeles,90047,3233898053.0,2.0,3.5,77,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,900.0,1900.0,
Popeyes Louisiana Kitchen,fast food,chicken wings,957 N La Brea Ave,Inglewood,90302,3108949588.0,1.0,2.0,68,,,,,,,,,,,,,,,
Tacos El Unico,mexican,,6650 Crenshaw Blvd,Los Angeles,90043,3237592318.0,1.0,3.0,62,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,230.0,800.0,230.0,800.0,2400.0,
Puerto Nuevo Coffee & Tacos,american (traditional),mexican,1220 N La Brea Ave,Inglewood,90302,3104128037.0,1.0,4.5,55,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,1900.0,800.0,1900.0,
Fiesta Martin Tacos,tacos,,1314 N La Brea Ave,Inglewood,90302,3106721314.0,1.0,4.0,63,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2200.0,
El Pollo Loco,fast food,mexican,426 N La Brea Ave,Inglewood,90302,3106747924.0,1.0,2.0,56,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,
Jordan's Hot Dogs,hot dogs,burgers,5960 Crenshaw Blvd,Los Angeles,90043,3232993647.0,1.0,4.0,52,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,
Hall's Krispy Krunchy Chicken,chicken wings,american (new),4448 W Slauson Ave,View Park-Windsor Hills,90043,3232905334.0,1.0,3.5,60,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Jino's Pizza,pizza,,1122 Centinela Ave,Inglewood,90302,3106748000.0,2.0,3.0,48,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0,
IHOP,diners,breakfast & brunch,3625 Stocker St,Los Angeles,90008,3232910001.0,2.0,3.0,56,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,
Da Thai Food & BBQ,thai,barbeque,630 N La Brea Ave,Inglewood,90302,4243518744.0,1.0,4.0,48,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Pizza Ritta,pizza,salad,7701 Crenshaw Blvd,Los Angeles,90043,3237507708.0,1.0,4.0,56,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2300.0,1030.0,2300.0,1030.0,2200.0,
Little Kingston Jamaican Restaurant,caribbean,,4716 W Slauson Ave,Los Angeles,90056,3232955596.0,2.0,4.0,58,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,
Hawkins House of Burgers,burgers,,11603 Slater St,Los Angeles,90059,3235631129.0,1.0,4.5,1021,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0,
Oh My Burger,burgers,,2142 W El Segundo Blvd,Gardena,90249,3107566522.0,2.0,4.5,857,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1200.0,2130.0,1200.0,2130.0,1200.0,2130.0,,,
Loaded Cafe - Gardena,breakfast & brunch,creperies,1701 1/2 El Segundo Blvd,Gardena,90249,3237772760.0,2.0,4.0,566,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,
Eureka!,american (new),burgers,12101 S Crenshaw Blvd,Hawthorne,90250,3103318233.0,2.0,4.0,432,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,,,
Roscoe's House of Chicken & Waffles,breakfast & brunch,soul food,106 W Manchester Ave,Los Angeles,90003,3237526211.0,2.0,4.0,430,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,
Coni'Seafood,mexican,seafood,3544 W Imperial Hwy,Inglewood,90303,3106722339.0,2.0,3.5,382,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2100.0,1000.0,2100.0,1000.0,2000.0,
Chili's,bars,tex-mex,3490 W Century Blvd,Inglewood,90303,3106742505.0,2.0,2.0,389,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0,
Red Lobster,seafood,american (traditional),3400 W Century Blvd,Inglewood,90303,3106778430.0,2.0,2.5,337,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0,
Carolyn's Kitchen,soul food,,853 E Manchester Ave,Los Angeles,90001,3235851660.0,2.0,4.0,268,1230.0,2030.0,1230.0,2030.0,1230.0,2030.0,1230.0,2030.0,1230.0,2030.0,1230.0,2030.0,1230.0,2030.0,
Me So Hungry Truck,food trucks,burgers,,Los Angeles,90001,3103630946.0,2.0,3.5,256,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Granny's Kitchen,soul food,southern,5440 S Central Ave,Los Angeles,90011,3232312141.0,1.0,4.5,232,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1200.0,2000.0,1200.0,2000.0,,,
Jim Dandy Fried Chicken,southern,chicken shop,11328 S Vermont Ave,Los Angeles,90044,3237795567.0,1.0,4.0,194,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,
In-N-Out Burger,burgers,fast food,3411 W Century Blvd,Inglewood,90301,8007861000.0,1.0,4.0,195,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0,1030.0,100.0,
Waikiki Hawaiian Grill,hawaiian,barbeque,2851 W 120th St,Hawthorne,90250,3237559888.0,1.0,3.5,157,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
M'Dear's Bakery & Bistro,soul food,bakeries,7717 S Western Ave,Los Angeles,90047,3237592020.0,2.0,3.5,175,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,800.0,2000.0,
D's Original Take Out Grill,barbeque,soul food,7873 S Western Ave,Los Angeles,90047,3239713663.0,2.0,4.0,167,1130.0,1900.0,1130.0,1900.0,1130.0,1900.0,1130.0,2000.0,1130.0,2000.0,,,,,
CW & Chris Fish and Chicken,seafood,,6512 S Western Ave,Los Angeles,90047,3237509403.0,1.0,4.0,142,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2100.0,1100.0,2000.0,
Ricos Tacos El Tio,mexican,,2150 W El Segundo Blvd,Gardena,90249,3103299667.0,1.0,3.0,145,900.0,100.0,900.0,100.0,900.0,100.0,900.0,100.0,900.0,200.0,900.0,200.0,900.0,100.0,
Mi Lindo Nayarit Mariscos,mexican,seafood,1020 E Florence Ave,Los Angeles,90001,3235895109.0,2.0,3.5,138,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
Moby's Coffee Shop,breakfast & brunch,,3008 W Manchester Blvd,Inglewood,90305,3237502515.0,2.0,3.0,125,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,
Brolly Hut,burgers,,11205 Crenshaw Blvd,Inglewood,90303,3106742344.0,1.0,3.0,132,,,,,,,,,,,,,,,
The Hamwich Shack,american (traditional),,1330 East Imperial Hwy,Los Angeles,90059,3235338712.0,1.0,4.5,123,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,,,
Steven's Burgers,american (new),sandwiches,1407 W El Segundo Blvd,Gardena,90249,3237552323.0,1.0,4.0,115,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2230.0,,,
Mom's Bar-B-Que,barbeque,,1050 W Imperial Hwy,Los Angeles,90044,3237568405.0,2.0,3.5,112,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2400.0,1000.0,2400.0,1000.0,2200.0,
Golden Bird Chicken,chicken wings,,8300 S Western Ave,Los Angeles,90047,3237500705.0,1.0,3.5,103,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2400.0,800.0,2400.0,800.0,2300.0,
All Flavor No Grease,food trucks,mexican,728 E 108th St,Los Angeles,90059,3233180409.0,2.0,4.0,127,1300.0,1700.0,1300.0,1700.0,1300.0,1700.0,1300.0,1700.0,1300.0,1700.0,,,,,
Wingstop,chicken wings,,3551 W Century Blvd,Inglewood,90303,3106729200.0,2.0,2.5,94,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0,
Rib Nest,barbeque,,1766 W El Segundo Blvd,Gardena,90249,3103296378.0,2.0,3.0,90,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1200.0,2000.0,1200.0,1700.0,,,,,
Hibachi Buffet,buffets,chinese,2864 W Imperial Hwy,Inglewood,90303,3234180707.0,2.0,3.5,93,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,
Louisiana Fried Chicken,cajun/creole,fast food,1401 W Manchester Ave,Los Angeles,90047,3237598771.0,1.0,4.0,80,,,,,,,,,,,,,,,
Taco Pete,mexican,,12007 S Central Ave,Los Angeles,90059,3235695164.0,1.0,3.5,87,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,
La Valentina Mexican Grill,sports bars,tacos,1735 West Manchester Ave,Los Angeles,90047,3235419901.0,1.0,4.0,86,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,
Pollo Campero,latin american,fast food,3540 W Century Blvd,Inglewood,90303,3106711047.0,1.0,2.5,89,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
Royal Buffet,buffets,,3310 W Century Blvd,Inglewood,90303,3106723333.0,2.0,2.0,96,,,,,,,,,,,,,,,
Mendocino Farms,sandwiches,salad,4724 Admiralty Way,Marina del Rey,90292,3108222300.0,2.0,4.5,1744,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Ayara Thai Cuisine,thai,caterers,6245 W 87th St,Los Angeles,90045,3104108848.0,2.0,4.0,1636,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Irori Sushi,japanese,sushi bars,4371 Glencoe Ave,Marina Del Rey,90292,3108223700.0,2.0,4.0,1374,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1200.0,2230.0,1300.0,2130.0,
Kanpai Japanese Sushi Bar & Grill,japanese,sushi bars,8325 Lincoln Blvd,Los Angeles,90045,3103387223.0,3.0,4.0,1251,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1200.0,100.0,1200.0,100.0,
The Serving Spoon,breakfast & brunch,soul food,1403 Centinela Ave,Inglewood,90302,3104123927.0,2.0,4.5,1268,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,800.0,1600.0,
In-N-Out Burger,burgers,fast food,9149 S Sepulveda Blvd,Los Angeles,90045,8007861000.0,1.0,4.0,1258,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0,1030.0,100.0,
SUGARFISH by sushi nozawa,japanese,sushi bars,4720 Admiralty Way,Marina Del Rey,90292,3103066300.0,3.0,4.0,1202,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2100.0,
Roscoe's House of Chicken & Waffles,soul food,breakfast & brunch,621 W Manchester Blvd,Inglewood,90301,3109814141.0,2.0,3.5,1198,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,200.0,800.0,200.0,800.0,2400.0,
Truxton's American Bistro,american (new),,8611 Truxton Ave,Los Angeles,90045,3104178789.0,2.0,4.0,1121,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,900.0,2200.0,900.0,2200.0,
The Coffee Co,coffee & tea,breakfast & brunch,8751 La Tijera Blvd,Los Angeles,90045,3106457315.0,2.0,4.0,1044,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,730.0,1500.0,730.0,1500.0,
Rock & Brews - El Segundo,american (new),burgers,143 Main St,El Segundo,90245,3106159890.0,2.0,4.0,1099,1100.0,2100.0,1100.0,2100.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1100.0,2200.0,1000.0,2100.0,
Casa Sanchez,mexican,,4500 S Centinela Ave,Los Angeles,90066,3103979999.0,2.0,4.0,1026,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2400.0,1700.0,2400.0,1600.0,2200.0,
Pann's Restaurant,burgers,american (traditional),6710 La Tijera Blvd,Los Angeles,90045,3237763770.0,2.0,4.0,977,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,800.0,1600.0,
Dinah's Family Restaurant,diners,american (traditional),6521 S Sepulveda Blvd,Los Angeles,90045,3106450456.0,2.0,3.0,958,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,
Stuff I Eat,vegan,vegetarian,114 N Market St,Inglewood,90301,3106710115.0,2.0,4.5,975,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,2000.0,1200.0,2000.0,1200.0,1800.0,,,
Samosa House and Bharat Bazaar,indian,vegetarian,11510 W Washington Blvd,Culver City,90066,3103986766.0,1.0,4.0,898,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,
Paco's Tacos,mexican,,4141 S Centinela Ave,Los Angeles,90066,3103919616.0,2.0,4.0,950,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1030.0,2200.0,
BJ's Restaurant & Brewhouse,american (new),breweries,6000 Sepulveda Blvd.,Culver City,90230,3105745170.0,2.0,2.5,954,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1000.0,100.0,1000.0,2400.0,
Ekkamai Thai Restaurant,thai,,13223 W Washington Blvd,Los Angeles,90066,3108272777.0,2.0,4.0,863,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,
Pitfire Artisan Pizza,pizza,italian,12924 Washington Blvd,Culver City,90066,4248354088.0,2.0,3.5,881,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0,
Sakura Japanese Restaurant,japanese,sushi bars,4545 S Centinela Ave,Los Angeles,90066,3108227790.0,2.0,4.0,802,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,
Humble Potato,american (new),burgers,8321 Lincoln Blvd,Los Angeles,90045,3239892242.0,2.0,4.0,785,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2200.0,1200.0,2200.0,
The Tripel,gastropubs,,333 Culver Blvd,Playa Del Rey,90293,3108210333.0,2.0,4.0,770,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1030.0,2400.0,1030.0,2200.0,
The Counter Marina del Rey,burgers,,4786 Admiralty Way,Marina del Rey,90292,3108278600.0,2.0,4.0,762,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1130.0,2100.0,
Britt's BBQ and Catering,barbeque,american (traditional),408 Main St,El Segundo,90245,3106400408.0,2.0,4.0,782,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Aliki's Greek Taverna,greek,mediterranean,5862 Arbor Vitae St,Los Angeles,90045,3106459555.0,2.0,4.5,795,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,,,
Cafe Brasil,brazilian,italian,11736 W Washington Blvd,Los Angeles,90066,3103911216.0,2.0,4.0,716,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
SALT Restaurant and Bar,bars,american (traditional),13534 Bali Way,Marina del Rey,90292,4242898223.0,2.0,4.0,784,630.0,1430.0,1600.0,2300.0,630.0,1430.0,1600.0,2300.0,630.0,1430.0,1600.0,2300.0,630.0,1430.0,
KC's Crepes Cafe,coffee & tea,creperies,8320 Lincoln Blvd,Los Angeles,90045,3103489697.0,1.0,4.0,675,900.0,2230.0,900.0,2230.0,900.0,2230.0,900.0,2230.0,900.0,2230.0,900.0,2230.0,,,
Dave & Buster's,bars,american (traditional),6081 Center Dr,Los Angeles,90045,3108469950.0,2.0,2.5,784,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0,
Benny's Tacos & Chicken Rotisserie,mexican,tex-mex,7101 W Manchester Ave,Los Angeles,90045,3106708226.0,1.0,4.0,775,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,
J Nichols Kitchen,american (new),breakfast & brunch,4375 Glencoe Ave,Marina Del Rey,90292,3108232283.0,2.0,4.0,768,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2200.0,700.0,2200.0,700.0,2100.0,
The Wood,coffee & tea,breakfast & brunch,12000 W Washington Blvd,Los Angeles,90066,3109159663.0,2.0,3.5,705,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,800.0,2200.0,800.0,2200.0,,,
Kabuki Japanese Restaurant,japanese,sushi bars,6081 Center Dr,Los Angeles,90045,3106415524.0,2.0,3.5,674,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2200.0,
